,title,title_len,title_in_content,content_len,include_rate
3820,“减”下万亿税费“加”出发展动能,12,9,419,0.75
3821,携手抗疫维护人类共同家园,6,6,439,1.0
3822,激发“城市成功学”中的改革伟力,10,10,841,1.0
3823,全面从严治党必须净化党内政治生态,7,7,1830,1.0
3824,步履坚实，迈向高质量发展,6,6,985,1.0
3825,让安全生产理念成为基本共识,7,6,732,0.8571428571428571
3826,梦想蓝图集聚青春能量,5,3,421,0.6
3827,弘扬企业家精神，发挥生力军作用,7,7,640,1.0
3828,止暴制乱、恢复秩序是香港当前最紧迫的任务,12,12,580,1.0
3829,加快恢复防疫常态化下的生产生活秩序,9,8,631,0.8888888888888888
3830,让五四精神在新时代绽放光芒,8,8,793,1.0
3831,自贸区，培育更多制度新苗,7,5,780,0.7142857142857143
3832,树起高质量发展的雄安标杆,6,4,721,0.6666666666666666
3833,钟声重振世界经济的绊脚石,6,4,1010,0.6666666666666666
3834,善于用改革的办法解决发展中问题,9,9,540,1.0
3835,坚决打好疫情防控全球阻击战,7,7,473,1.0
3836,以扎实整改冲刺脱贫攻坚倒计时,7,5,740,0.7142857142857143
3837,“强制休息令”也是“关爱令”,11,11,287,1.0
3838,让合作的阳光驱散疫情的阴霾,8,8,685,1.0
3839,以“标准化”助力高质量发展,7,7,692,1.0
3840,在现代城市中诗意栖居,6,5,694,0.8333333333333334
3841,网络治理关键是凝聚人心,6,6,1009,1.0
3842,三个“必然要求”阐明党史学习教育重大意义,10,10,945,1.0
3843,坚持深化改革开放，持续注入新动力,7,6,812,0.8571428571428571
3844,推动长江经济带成为新时代高质量发展的样板,10,10,532,1.0
3845,坚决破除指尖上的形式主义,6,5,550,0.8333333333333334
3846,以真理的精神追求真理,5,3,880,0.6
3847,让第一资源激发第一动力,6,5,747,0.8333333333333334
3848,做好疫情下“不见面”政务服务,9,8,462,0.8888888888888888
3849,公共文化添彩小康生活,4,3,696,0.75
3850,网络无限直播有界,5,5,1290,1.0
3851,疫情防控要避免简单化,5,5,443,1.0
3852,凝聚新时代的奋斗伟力,6,6,762,1.0
3853,让制度红利不断“显化”,7,7,662,1.0
3854,牢记红色政权是从哪里来的,6,6,767,1.0
3855,美国正在打造全球最大网络武器库引发网络军备竞赛,10,10,574,1.0
3856,坚定砥砺奋进的中国信心,6,6,580,1.0
3857,全力做好北京疫情防控工作,6,6,692,1.0
3858,减负不减责，潜心干事业,7,6,636,0.8571428571428571
3859,正视风险更要理性应对,5,5,795,1.0
3860,抗疫危急时刻，美方签涉台法案损人害己,9,6,804,0.6666666666666666
3861,相向而行才能解决好中美经贸问题,8,8,591,1.0
3862,把握好海外人才“回流”机遇,8,8,1023,1.0
3863,为新时代新变革凝魂聚力,7,5,3781,0.7142857142857143
3864,战疫成效证明中国制度优势,6,5,605,0.8333333333333334
3865,向世界呈现中国文化之美需要更多李子柒,11,11,430,1.0
3866,敞开大门，构建开放型经济新体制,7,5,913,0.7142857142857143
3867,找差距立标杆促提升,6,5,479,0.8333333333333334
3868,扶贫方法创新对脱贫致富更具意义,7,5,836,0.7142857142857143
3869,让“特色”成为脱贫“亮色”,9,9,857,1.0
3870,乡村旅游要趁“热”升级,8,6,639,0.75
3871,铭记伟大胜利推进伟大事业,4,4,750,1.0
3872,让教育向更加公平而有质量迈进,9,8,523,0.8888888888888888
3873,休戚与共同心战疫,3,1,550,0.3333333333333333
3874,担使命，勇于担当积极作为,7,7,834,1.0
3875,永放光芒的精神财富,4,4,776,1.0
3876,复工还要复“产”，“点火”更要加“油”,15,9,400,0.6
3877,破坏抗疫合作，威胁全球卫生安全,8,8,632,1.0
3878,“美国例外”是有害的文明优越论,10,10,719,1.0
3879,以全球视野拓宽创新之路,7,4,700,0.5714285714285714
3880,望海楼严正执法，香港警队好样的！,9,7,521,0.7777777777777778
3881,旗帜鲜明讲政治,3,3,702,1.0
3882,进一步增强党的团结和集中统一,7,7,1397,1.0
3883,决胜全面建成小康社会推进乡村全面振兴,8,8,835,1.0
3884,招聘季尤应刹住就业歧视风,6,3,747,0.5
3885,书写防沙治沙的绿色传奇,6,6,763,1.0
3886,更好向世界展示中国理念中国精神中国道路,10,10,862,1.0
3887,必须坚持领导机关和领导干部带头,7,6,672,0.8571428571428571
3888,将亚投行打造为推动构建人类命运共同体的新平台,12,12,1267,1.0
3889,望海楼推进中西医并重的卫生健康治理现代化,9,8,644,0.8888888888888888
3890,公然践踏国际法的“长臂管辖”必遭唾弃,10,8,737,0.8
3891,激发干事创业的昂扬斗志,6,6,710,1.0
3892,守正创新，书写新时代荣光,7,7,669,1.0
3893,大力发扬为民服务孺子牛、创新发展拓荒牛、艰苦奋斗老黄牛的精神,14,14,1203,1.0
3894,携手抗疫筑牢人类卫生健康共同体,7,5,628,0.7142857142857143
3895,精准抓防控坚定促发展,5,3,548,0.6
3896,脚下有泥，心中才有底,7,7,666,1.0
3897,激发预算公开的制度力量,6,4,914,0.6666666666666666
3898,把握数字时代趋势创新宏观治理模式,7,6,1537,0.8571428571428571
3899,发扬攻坚精神将抗疫战争进行到底,8,8,459,1.0
3900,新时代是成就英雄的时代,7,7,312,1.0
3901,立足成长，引导青少年合理用网,7,5,765,0.7142857142857143
3902,“中国制度”具有强大生命力,7,7,722,1.0
3903,牢牢把握深化党和国家机构改革的原则,8,8,755,1.0
3904,疫情防控要“硬核”，提升营商环境也要“硬核”,15,15,576,1.0
3905,以青春之力唱响逐梦之歌,5,4,684,0.8
3906,坚决夺取全面建成小康社会伟大胜利,6,6,711,1.0
3907,推动各国携手建设人类命运共同体,7,7,776,1.0
3908,西方之乱凸显制度缺陷,5,4,910,0.8
3909,在东北振兴征程上展现新作为,8,8,578,1.0
3910,人民日报隔绝疫情不是隔断真情,6,5,237,0.8333333333333334
3911,推动生物多样性治理迈上新台阶,6,6,773,1.0
3912,抓住共性和突出问题继续狠刹“四风”,10,7,758,0.7
3913,“中国奇迹”始终是世界机遇,8,8,1091,1.0
3914,拓展合作空间促进共同发展,6,4,743,0.6666666666666666
3915,使命型政党擘画现代化新蓝图,7,7,1012,1.0
3916,人民日报和音扛起团结抗击疫情的历史重任,10,8,757,0.8
3917,建成文化强国要一张蓝图绘到底,8,8,953,1.0
3918,以创新为支撑建设科技强国,7,6,892,0.8571428571428571
3919,事实胜于雄辩,1,0,2690,0.0
3920,望海楼主动顺应国际科技合作大趋势,8,5,613,0.625
3921,民生托底保障要加力,5,4,451,0.8
3922,万众一心加油干越是艰险越向前,7,7,652,1.0
3923,推动不同文明交流对话和谐共生,7,7,663,1.0
3924,调动一切可以调动的积极因素,6,6,609,1.0
3925,简化仪式不简化对历史的铭记,8,8,574,1.0
3926,辛识平“一带一路”为何全球“圈粉”,10,7,654,0.7
3927,党旗在战“疫”中高高飘扬,8,4,430,0.5
3928,跟着党走出无限光明,5,4,814,0.8
3929,常态化防疫更需厘清法律“边界”,10,8,591,0.8
3930,基层是加强干部政治历练、实践锻炼的最好学校,12,12,817,1.0
3931,美国升级贸易摩擦不能解决任何问题,8,8,1452,1.0
3932,在思想上精神上紧紧团结在一起,7,7,826,1.0
3933,“增强补课充电的紧迫感”,7,7,715,1.0
3934,抓住机遇推动农业农村现代化,5,4,616,0.8
3935,凝心聚力创伟业勇立潮头开新局,7,1,838,0.14285714285714285
3936,发展公共卫生，防疾病于未发,7,4,531,0.5714285714285714
3937,从严从实锻造纪检监察铁军,5,3,718,0.6
3938,读懂这份“感谢”的深意,7,6,475,0.8571428571428571
3939,中国向建设贸易强国迈出坚实一步,8,5,725,0.625
3940,世界经济格局将因疫情影响加速转型,9,9,1133,1.0
3941,答好和平与发展的时代命题,8,6,672,0.75
3942,以爱国之心、报国之志谱写青春之歌,9,6,566,0.6666666666666666
3943,优化市域社会治理体系,5,5,673,1.0
3944,务必把有限财政资源用在刀刃上,9,8,719,0.8888888888888888
3945,向青少年讲好文化传承的故事,7,7,2106,1.0
3946,斗而不破竞合而行,4,3,1092,0.75
3947,抓细抓实疫情防控用心用情为群众服务,9,9,582,1.0
3948,凝聚“十四五”发展的磅礴力量,8,8,614,1.0
3949,千方百计推动企业实现更大发展,6,6,613,1.0
3950,讲好中国抗疫故事,4,4,615,1.0
3951,做好应急教育“大文章”,7,7,528,1.0
3952,人民日报和音战“疫”行动，需要平等之光照耀,12,10,683,0.8333333333333334
3953,中国抗疫体现大国担当,5,5,638,1.0
3954,亚投行的新定位新蓝图新目标,9,9,695,1.0
3955,凝聚压倒性正能量与一切反中乱港势力做最坚决的斗争,14,14,651,1.0
3956,坚定不移反对任何外部势力干涉中国内政,8,8,727,1.0
3957,完善物资供应机制，备好充足的“弹药”“粮草”,13,11,879,0.8461538461538461
3958,守望精神经典的天空,5,5,770,1.0
3959,牢牢稳住粮食安全压舱石,5,5,781,1.0
3960,依法治欠，为农民工“护薪”,8,8,750,1.0
3961,唱响新时代强军战歌,5,3,630,0.6
3962,锲而不舍为实现中华民族伟大复兴而奋斗,8,8,630,1.0
3963,继往开来，把握全面从严治党好经验,7,6,705,0.8571428571428571
3964,望海楼中共十九届四中全会值得期待,7,6,565,0.8571428571428571
3965,体育是人民健康幸福重要组成部分,7,7,494,1.0
3966,同筑生态文明之基同走绿色发展之路,9,8,682,0.8888888888888888
3967,致2018岁月为犁不负韶光,7,6,442,0.8571428571428571
3968,毫不放松抓紧抓实抓细防控工作,6,6,637,1.0
3969,郑言乘风破浪决胜全面小康,5,4,2804,0.8
3970,保护绿水青山需强化刚性约束,6,4,644,0.6666666666666666
3971,把香港当反华工具是痴心妄想,7,6,635,0.8571428571428571
3972,一法安香江两制路更稳,5,0,597,0.0
3973,把好事办实把实事办好,6,6,820,1.0
3974,共绘美丽中国绿色画卷,5,3,567,0.6
3975,准确把握当前和今后一个时期的国际形势,9,9,555,1.0
3976,携手开创全球服务互惠共享的美好未来,8,8,682,1.0
3977,把关键核心技术掌握在自己手中,7,7,186,1.0
3978,和音始终把人民放在心中最高位置,9,8,605,0.8888888888888888
3979,从“健康包”到“春节包”，祖国关怀永远在线,15,15,568,1.0
3980,为乡村振兴注入文化动能,6,6,669,1.0
3981,筑好应急管理“防护网”,6,6,713,1.0
3982,用好乡村振兴人才“引擎”,8,8,729,1.0
3983,在克服困难中发展壮大,4,4,924,1.0
3984,确保如期全面打赢脱贫攻坚战,6,6,792,1.0
3985,把党建设得更加坚强有力,6,6,631,1.0
3986,在劳动中淬炼成长,5,4,779,0.8
3987,反对形式主义是对两会精神的有力贯彻,9,8,556,0.8888888888888888
3988,美国插手香港事务严重践踏国际法,7,7,624,1.0
3989,志愿精神点亮青春梦想,5,5,299,1.0
3990,以更大政策力度对冲疫情影响,8,8,763,1.0
3991,香港的法治不容挑战,5,4,231,0.8
3992,“中国开放的大门只会越开越大”,10,10,859,1.0
3993,人民日报疫情防控要抓重点,6,4,724,0.6666666666666666
3994,以服务业开放合作助推世界经济复苏,8,7,475,0.875
3995,拘捕起诉黎智英彰显法治精神,6,6,820,1.0
3996,把做实做强做优实体经济作为主攻方向,11,11,802,1.0
3997,情注基层励兵心,3,3,592,1.0
3998,在实干中夺回时间、赢得未来,8,5,492,0.625
3999,新时代少先队工作的行动纲领,7,7,718,1.0
4000,中国女篮拼出当下中国的士气,6,5,434,0.8333333333333334
4001,钟声美方不断升级关税威胁伤人害己,8,5,474,0.625
4002,强化制度意识，增强制度执行力,7,7,539,1.0
4003,跟随总书记的脚步体会学长重回母校的深意,10,10,191,1.0
4004,“为鄂下单”彰显深情,7,7,252,1.0
4005,和音同解时代命题共促和平发展,7,4,858,0.5714285714285714
4006,用“心”迎接这一重启,7,7,503,1.0
4007,乡村振兴，要有产业更要有人气,9,6,448,0.6666666666666666
4008,坚强的领导核心科学的思想武器,7,7,5393,1.0
4009,中国疫苗助力全球战疫,5,5,636,1.0
4010,共赴世园会这场绿色之约,6,6,609,1.0
4011,守护消费安全，保障消费畅通,7,7,329,1.0
4012,强信心、暖人心、聚民心,8,8,588,1.0
4013,全球经济治理的中国路径,6,6,777,1.0
4014,在防汛救灾大考中勇于担当,7,4,487,0.5714285714285714
4015,乡村振兴，用好脱贫经验,7,7,610,1.0
4016,中国积极参与全球人权治理,5,5,904,1.0
4017,以行动的合力应对气候挑战,7,7,501,1.0
4018,钟声单边主义不得人心,3,2,685,0.6666666666666666
4019,奋力奔跑同心追梦,4,4,686,1.0
4020,“甩锅秀”秀出美政客政治操守无底线,10,9,551,0.9
4021,让城市建设有“里”有“面”,11,9,800,0.8181818181818182
4022,立改并举补短板、堵漏洞,7,1,704,0.14285714285714285
4023,牢固树立绿水青山就是金山银山的理念,8,8,728,1.0
4024,道义高地容不下背信弃义,4,4,826,1.0
4025,“挪穷窝”后，还要做好“改穷业”,11,10,414,0.9090909090909091
4026,必须坚持中国共产党领导万众一心风雨无阻向前进,8,6,711,0.75
4027,惩治极少数违法行径，保护大多数权利自由,9,4,583,0.4444444444444444
4028,必须积极支持国际组织发挥作用,5,5,818,1.0
4029,坚持开放导向，做大共同利益的蛋糕,8,8,800,1.0
4030,他们，配得上这个光荣身份,7,7,441,1.0
4031,让非遗绽放更绚丽光彩,7,6,735,0.8571428571428571
4032,疫情就是动员令，人民利益高于一切,7,5,520,0.7142857142857143
4033,“放管服”为中国经济加油助力,8,8,808,1.0
4034,“一带一路”助力中欧关系迈上新台阶,9,8,748,0.8888888888888888
4035,持续推进激励干部担当作为具体措施落实,8,8,794,1.0
4036,让教育的阳光普照“苔花”,7,6,693,0.8571428571428571
4037,这份“难”我们一起攻克,7,4,667,0.5714285714285714
4038,把推进改革同防范化解重大风险结合起来,9,9,863,1.0
4039,不失时机抓好春季农业生产,5,5,470,1.0
4040,奋发有为推进高质量发展,4,3,662,0.75
4041,荒唐的“文明冲突论”愚蠢的强权霸道心态,10,10,1424,1.0
4042,以脱贫攻坚精神推动民族复兴伟业,8,6,692,0.75
4043,望海楼实事求是力挽狂澜,3,2,780,0.6666666666666666
4044,管住“提篮子”的权力之手,8,7,426,0.875
4045,抓紧抓实抓好就业工作,5,5,733,1.0
4046,善于积势蓄势谋势,4,4,750,1.0
4047,改革开放谱写中国人权事业新篇章,6,5,731,0.8333333333333334
4048,坚决打好疫情防控的人民战争,7,5,542,0.7142857142857143
4049,让香港在晴朗的一天再出发,8,8,629,1.0
4050,坚定不移贯彻新发展理念,5,5,540,1.0
4051,让青春在不懈奋斗中绽放绚丽之花,9,9,800,1.0
4052,用坚定的多边主义遏制单边主义逆流,8,7,959,0.875
4053,博物馆，创新更有魅力,6,5,249,0.8333333333333334
4054,让市场经济体制更加完善,5,5,677,1.0
4055,锻造一支高素质过硬公安铁军,6,6,599,1.0
4056,为构建大安全格局贡献智慧和力量,9,9,777,1.0
4057,多措并举塑造新优势,5,5,1647,1.0
4058,铁路春运之变彰显发展哲学,6,6,749,1.0
4059,团结合作是正道,3,3,857,1.0
4060,为复工复产创造良好条件,5,5,796,1.0
4061,伟大的觉醒伟大的革命,6,6,672,1.0
4062,望海楼中国之治大道之行,6,5,627,0.8333333333333334
4063,为改革发展稳定营造良好法治环境,8,8,446,1.0
4064,钟声让中美经贸合作正能量越来越多,8,6,786,0.75
4065,牢牢把握高质量发展这个根本要求,7,6,999,0.8571428571428571
4066,数字化社会呼唤更多人文关怀,7,6,774,0.8571428571428571
4067,弘扬雷锋精神打造新时代道德建设高地,8,7,1906,0.875
4068,望海楼华尔街日报背离了自己的座右铭,7,5,574,0.7142857142857143
4069,积极引领舆论，网络空间天朗气清,6,6,622,1.0
4070,坚决打赢这场人民战争总体战阻击战,6,6,534,1.0
4071,依靠劳动成就光荣和梦想,6,6,469,1.0
4072,协力保护个人信息安全,4,3,673,0.75
4073,维护公园的公益属性,5,5,708,1.0
4074,IMF报告使美对我“操纵汇率”不实指责不攻自破,13,10,626,0.7692307692307693
4075,中国抗疫的成效岂容抹杀,6,5,599,0.8333333333333334
4076,我们一直在同时间赛跑,6,4,667,0.6666666666666666
4077,“金句里的中国”激荡人心,8,7,751,0.875
4078,民生改善，成就美好生活,5,5,825,1.0
4079,勇于破题善于解题,4,4,494,1.0
4080,按下湖北、武汉经济复苏的“快进键”,11,10,556,0.9090909090909091
4081,把握规律大势掌握历史主动,6,6,798,1.0
4082,开创富民兴陇新局面,4,4,507,1.0
4083,杯弓蛇影的美国政客已成当今世界和平的巨大威胁,10,9,982,0.9
4084,以创新之光照亮“裂痕”,7,6,698,0.8571428571428571
4085,中国复工复产稳定全球经济信心,7,6,654,0.8571428571428571
4086,望海楼脱贫攻坚目标一定能如期实现,8,5,639,0.625
4087,深学深悟强军思想奋力干好强军事业,9,6,469,0.6666666666666666
